ID,CommitCount#Lab1,CommitCount#Lab2,CommitCount#Lab3,CommitCount#Lab4,CommitCount#Lab5,CommitCount#Total,Failed#Lab1,Failed#Lab2,Failed#Lab3,Failed#Lab4,Failed#Lab5,Failed#Total,Passed#Lab1,Passed#Lab2,Passed#Lab3,Passed#Lab4,Passed#Lab5,Passed#Total,Error#Lab1,Error#Lab2,Error#Lab3,Error#Lab4,Error#Lab5,Error#Total,Done#Lab1 ,Done#Lab2,Done#Lab3,Done#Lab4,Done#Lab5,Done#Total ,Dropout#Lab2,Dropout#Lab3,Dropout#Lab4,Dropout#Lab5,ActiveDays#Lab1,ActiveDays#Lab2 ,ActiveDays#Lab3,ActiveDays#Lab4,ActiveDays#Lab5,ActiveDays#Total,CommitsPerDay#Lab1,CommitsPerDay#Lab2,CommitsPerDay#Lab3,CommitsPerDay#Lab4,CommitsPerDay#Lab5,CommitsPerDay#Total
176190,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176301,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180886,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.020408163265306117,0.5714285714285714,0.0,0.0,0.0,0.0,0.10526315789473684,0.125,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.041666666666666664,0.1111111111111111,0.0,0.0,0.0,0.0,0.04
182803,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.12244897959183672,0.21428571428571427,0.0,0.0,0.0,0.0,0.039473684210526314,0.125,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.041666666666666664,0.1111111111111111,0.0,0.0,0.0,0.0,0.04
183521,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.020408163265306117,0.5714285714285714,0.0,0.0,0.0,0.0,0.10526315789473684,0.125,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.041666666666666664,0.1111111111111111,0.0,0.0,0.0,0.0,0.04
185493,0.18518518518518517,0.1764705882352941,0.13333333333333333,0.0,0.0,0.125,0.375,0.0,0.4545454545454546,0.0,0.0,0.16326530612244897,0.4285714285714285,0.0625,0.058823529411764705,0.0,0.0,0.10526315789473684,0.125,0.0,0.75,0.0,0.0,0.3421052631578947,1.0,1.0,1.0,0.0,0.0,0.6000000000000001,0.0,0.0,1.0,0.0,0.25,0.125,0.125,0.0,0.0,0.16666666666666666,0.2222222222222222,0.2,0.1111111111111111,0.0,0.0,0.2
185638,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186166,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186636,0.0,0.35294117647058826,0.0,0.0,0.0,0.0625,0.0,0.125,0.0,0.0,0.0,0.020408163265306117,0.0,0.9375,0.0,0.0,0.0,0.19736842105263158,0.0,0.07142857142857142,0.0,0.0,0.0,0.02631578947368421,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.0,0.04
187285,0.07407407407407407,0.0,0.13333333333333333,0.10526315789473684,0.1111111111111111,0.09375,0.75,0.0,0.2727272727272727,0.13333333333333333,0.19047619047619047,0.3061224489795918,0.14285714285714285,0.0,0.8235294117647058,0.3125,0.7272727272727273,0.48684210526315785,0.25,0.0,0.0625,0.6666666666666666,0.18181818181818182,0.4473684210526315,1.0,0.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.0,0.1111111111111111,0.125,0.1111111111111111,0.16
187597,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193528,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193808,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.08163265306122448,0.3571428571428571,0.0,0.0,0.0,0.0,0.06578947368421052,0.125,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.041666666666666664,0.1111111111111111,0.0,0.0,0.0,0.0,0.04
194148,0.25925925925925924,0.0,0.0,0.0,0.0,0.078125,0.125,0.0,0.0,0.0,0.0,0.020408163265306117,0.2857142857142857,0.0,0.0,0.0,0.0,0.05263157894736842,0.625,0.0,0.0,0.0,0.0,0.13157894736842105,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.04
194177,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194362,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.020408163265306117,0.5714285714285714,0.0,0.0,0.0,0.0,0.10526315789473684,0.125,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.041666666666666664,0.1111111111111111,0.0,0.0,0.0,0.0,0.04
194408,0.1111111111111111,0.11764705882352941,0.13333333333333333,0.0,0.0,0.078125,1.0,1.0,0.4545454545454546,0.0,0.0,0.42857142857142855,0.07142857142857142,0.125,0.058823529411764705,0.0,0.0,0.05263157894736842,0.125,0.5,0.75,0.0,0.0,0.5263157894736842,1.0,1.0,1.0,0.0,0.0,0.6000000000000001,0.0,0.0,1.0,0.0,0.25,0.125,0.125,0.0,0.0,0.16666666666666666,0.1111111111111111,0.1,0.1111111111111111,0.0,0.0,0.12
195243,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195957,0.1111111111111111,0.1764705882352941,0.26666666666666666,0.10526315789473684,0.1111111111111111,0.1875,0.125,0.375,0.2727272727272727,1.0,0.3333333333333333,0.5918367346938775,0.4285714285714285,0.8125,0.5882352941176471,0.0625,0.7272727272727273,0.6052631578947368,0.375,0.07142857142857142,0.3125,0.06666666666666667,0.045454545454545456,0.2894736842105263,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.1,0.1111111111111111,0.125,0.1111111111111111,0.2
196152,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196892,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16326530612244897,0.07142857142857142,0.0,0.0,0.0,0.0,0.013157894736842105,0.125,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.041666666666666664,0.1111111111111111,0.0,0.0,0.0,0.0,0.04
197376,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197979,0.14814814814814814,0.0,0.0,0.0,0.0,0.03125,1.0,0.0,0.0,0.0,0.0,0.16326530612244897,0.07142857142857142,0.0,0.0,0.0,0.0,0.013157894736842105,0.125,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.04
200819,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.020408163265306117,0.5714285714285714,0.0,0.0,0.0,0.0,0.10526315789473684,0.125,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.041666666666666664,0.1111111111111111,0.0,0.0,0.0,0.0,0.04
200836,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200844,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.040816326530612235,0.2857142857142857,0.0,0.0,0.0,0.0,0.05263157894736842,0.5,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.041666666666666664,0.1111111111111111,0.0,0.0,0.0,0.0,0.04
200946,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16326530612244897,0.07142857142857142,0.0,0.0,0.0,0.0,0.013157894736842105,0.125,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.041666666666666664,0.1111111111111111,0.0,0.0,0.0,0.0,0.04
201006,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201020,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201220,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201645,0.0,0.47058823529411764,0.13333333333333333,0.0,0.0,0.125,0.0,0.625,0.4545454545454546,0.0,0.0,0.2040816326530612,0.0,0.6875,0.058823529411764705,0.0,0.0,0.15789473684210525,0.0,0.07142857142857142,0.75,0.0,0.0,0.3421052631578947,0.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.125,0.0,0.30000000000000004,0.1111111111111111,0.0,0.0,0.16
203010,0.18518518518518517,0.11764705882352941,0.2,0.21052631578947367,0.2222222222222222,0.25,0.125,0.25,0.09090909090909091,0.06666666666666667,0.14285714285714285,0.16326530612244897,0.5714285714285714,0.75,0.9411764705882353,0.875,0.8636363636363636,0.9078947368421052,0.125,0.21428571428571427,0.0625,0.13333333333333333,0.09090909090909091,0.23684210526315788,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.125,0.125,0.3333333333333333,0.16666666666666666,0.29166666666666663,0.2222222222222222,0.1,0.2222222222222222,0.125,0.3333333333333333,0.36
203450,0.18518518518518517,0.0,0.0,0.0,0.0,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.125,0.1111111111111111,0.0,0.0,0.0,0.0,0.04
203514,0.2962962962962963,0.29411764705882354,0.39999999999999997,0.21052631578947367,0.4444444444444444,0.453125,0.125,0.25,0.18181818181818182,0.4666666666666667,0.14285714285714285,0.3061224489795918,0.5714285714285714,0.875,0.8823529411764706,0.5625,0.6818181818181818,0.8026315789473684,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.27272727272727276,0.2631578947368421,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.375,0.125,0.3333333333333333,0.5,0.4583333333333333,0.3333333333333333,0.1,0.5555555555555556,0.125,0.2222222222222222,0.48
203597,0.07407407407407407,0.0,0.2,0.15789473684210525,0.1111111111111111,0.125,0.125,0.0,0.09090909090909091,0.6,0.2857142857142857,0.3469387755102041,0.5714285714285714,0.0,0.9411764705882353,0.4375,0.6363636363636364,0.5921052631578947,0.125,0.0,0.0625,0.06666666666666667,0.18181818181818182,0.18421052631578946,1.0,0.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.3333333333333333,0.16666666666666666,0.20833333333333331,0.1111111111111111,0.0,0.2222222222222222,0.125,0.1111111111111111,0.2
203928,0.18518518518518517,0.29411764705882354,0.26666666666666666,0.21052631578947367,0.0,0.25,0.0,0.625,0.6363636363636364,0.6,0.0,0.42857142857142855,0.4285714285714285,0.5,0.1764705882352941,0.375,0.0,0.3026315789473684,0.0,0.2857142857142857,0.5,0.13333333333333333,0.0,0.3684210526315789,1.0,1.0,1.0,1.0,0.0,0.8,0.0,0.0,0.0,1.0,0.125,0.125,0.125,0.16666666666666666,0.0,0.16666666666666666,0.4444444444444444,0.4,0.3333333333333333,0.375,0.0,0.56
204216,0.14814814814814814,0.29411764705882354,0.13333333333333333,0.3157894736842105,0.1111111111111111,0.265625,1.0,1.0,0.4545454545454546,1.0,0.0,0.7346938775510203,0.07142857142857142,0.125,0.058823529411764705,0.0625,0.0,0.06578947368421052,0.125,0.5,0.75,0.06666666666666667,0.0,0.5526315789473684,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.125,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.2,0.1111111111111111,0.25,0.1111111111111111,0.28
204815,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204880,0.18518518518518517,0.5882352941176471,0.5333333333333333,0.5263157894736842,0.33333333333333337,0.578125,0.375,1.0,0.36363636363636365,0.5333333333333333,0.19047619047619047,0.5510204081632653,0.4285714285714285,0.5,0.6470588235294118,0.4375,0.8636363636363636,0.6710526315789473,0.125,0.07142857142857142,0.1875,0.13333333333333333,0.045454545454545456,0.21052631578947367,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.125,0.125,0.25,0.6666666666666666,0.3333333333333333,0.41666666666666663,0.4444444444444444,0.9,0.3333333333333333,0.25,0.2222222222222222,0.8
204976,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.05555555555555555,0.046875,0.125,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,0.1020408163265306,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06578947368421052,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.045454545454545456,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
