ID,CommitCount#Lab1,CommitCount#Lab2,CommitCount#Lab3,CommitCount#Lab4,CommitCount#Lab5,CommitCount#Total,Failed#Lab1,Failed#Lab2,Failed#Lab3,Failed#Lab4,Failed#Lab5,Failed#Total,Passed#Lab1,Passed#Lab2,Passed#Lab3,Passed#Lab4,Passed#Lab5,Passed#Total,Error#Lab1,Error#Lab2,Error#Lab3,Error#Lab4,Error#Lab5,Error#Total,Done#Lab1 ,Done#Lab2,Done#Lab3,Done#Lab4,Done#Lab5,Done#Total ,Dropout#Lab2,Dropout#Lab3,Dropout#Lab4,Dropout#Lab5,ActiveDays#Lab1,ActiveDays#Lab2 ,ActiveDays#Lab3,ActiveDays#Lab4,ActiveDays#Lab5,ActiveDays#Total,CommitsPerDay#Lab1,CommitsPerDay#Lab2,CommitsPerDay#Lab3,CommitsPerDay#Lab4,CommitsPerDay#Lab5,CommitsPerDay#Total,LOOP#Survey1,LOCAL#Survey1,INCREMENT#Survey1,TMPLOOP#Survey1,PRECISION#Survey1,ARGBYREF#Survey1,OBJVIS#Survey2,STREQ#Survey2,ARYINI#Survey2,ARYLEN#Survey2,ARYINI2#Survey2,INHVIS#Survey3,INHSUB#Survey3,INHOVRD#Survey3,INHOVRD2#Survey3,UPCAST#Survey3,UPCAST2#Survey3,CMP#Survey3,OVRD#Survey3,DWNCAST#Survey3,BVRPAR#Survey3,CFLIST#Survey4,CFFOR#Survey4,CLSORT#Survey4,CFSORT2#Survey4,CFSORT3#Survey4,CFMAP#Survey4,CFMAP2#Survey4,CFMAP3#Survey4,CFMAP4#Survey4,CorrectAnswer#Survey1,CorrectAnswer#Survey2,CorrectAnswer#Survey3,CorrectAnswer#Survey4,CorrectAnswer#Total,Done#Survey1,Done#Survey2,Done#Survey3,Done#Survey4,DoneSurvey#Total,Dropout#Survey2,Dropout#Survey3,Dropout#Survey4,Attempts,Attempts Pass,Attempts Fail
194362,0.038461538461538464,0.0,0.0,0.0,0.0,0.016393442622950817,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615385,0.0,0.0,0.0,0.0,0.09859154929577467,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.043478260869565216,0.1111111111111111,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
195957,0.07692307692307693,0.125,0.21428571428571427,0.05555555555555555,0.05882352941176471,0.14754098360655735,0.0,0.2857142857142857,0.2,1.0,0.30000000000000004,0.5454545454545454,0.38461538461538464,0.8,0.5625,0.0,0.7142857142857142,0.5774647887323944,0.2857142857142857,0.0,0.26666666666666666,0.0,0.0,0.18181818181818185,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.16666666666666666,0.16666666666666666,0.21739130434782608,0.1111111111111111,0.1,0.1111111111111111,0.125,0.1111111111111111,0.14285714285714285,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4,0.5,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
196892,0.038461538461538464,0.0,0.0,0.0,0.0,0.016393442622950817,1.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.043478260869565216,0.1111111111111111,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.06666666666666668,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0,0,0
197979,0.1153846153846154,0.0,0.0,0.0,0.0,0.049180327868852465,1.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.08695652173913042,0.1111111111111111,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0,0,0
200819,0.038461538461538464,0.0,0.0,0.0,0.0,0.016393442622950817,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615385,0.0,0.0,0.0,0.0,0.09859154929577467,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.043478260869565216,0.1111111111111111,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6000000000000001,0.4,0.3333333333333333,0.36666666666666653,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
200844,0.038461538461538464,0.0,0.0,0.0,0.0,0.016393442622950817,0.14285714285714285,0.0,0.0,0.0,0.0,0.022727272727272728,0.2307692307692308,0.0,0.0,0.0,0.0,0.04225352112676056,0.42857142857142855,0.0,0.0,0.0,0.0,0.09090909090909093,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.043478260869565216,0.1111111111111111,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8,0.0,0.0,0.26666666666666666,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0,0,0
200946,0.038461538461538464,0.0,0.0,0.0,0.0,0.016393442622950817,1.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.043478260869565216,0.1111111111111111,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.30000000000000004,0.2222222222222222,0.2333333333333333,1.0,0.0,1.0,1.0,0.75,0.0,0.0,0.0,0,0,0
201645,0.0,0.4375,0.07142857142857142,0.0,0.0,0.13114754098360654,0.0,0.5714285714285714,0.4,0.0,0.0,0.18181818181818185,0.0,0.6666666666666666,0.0,0.0,0.0,0.14084507042253522,0.0,0.0,0.7333333333333333,0.0,0.0,0.33333333333333337,0.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.13043478260869565,0.0,0.30000000000000004,0.1111111111111111,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.30000000000000004,0.0,0.2,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0,0,0
203010,0.15384615384615385,0.0625,0.14285714285714285,0.16666666666666666,0.1764705882352941,0.21311475409836067,0.0,0.14285714285714285,0.0,0.0,0.1,0.06818181818181818,0.5384615384615385,0.7333333333333333,0.9375,0.8666666666666667,0.8571428571428571,0.9014084507042254,0.0,0.15384615384615385,0.0,0.07142857142857142,0.047619047619047616,0.12121212121212123,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.125,0.125,0.3333333333333333,0.16666666666666666,0.3043478260869565,0.2222222222222222,0.1,0.2222222222222222,0.125,0.3333333333333333,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.6000000000000001,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
203450,0.15384615384615385,0.0,0.0,0.0,0.0,0.06557377049180327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030307,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.13043478260869565,0.1111111111111111,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
203597,0.038461538461538464,0.0,0.14285714285714285,0.1111111111111111,0.05882352941176471,0.09836065573770493,0.0,0.0,0.0,0.5714285714285714,0.25,0.2954545454545455,0.5384615384615385,0.0,0.9375,0.4,0.6190476190476191,0.5774647887323944,0.0,0.0,0.0,0.0,0.14285714285714285,0.09090909090909093,1.0,0.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.3333333333333333,0.16666666666666666,0.21739130434782608,0.1111111111111111,0.0,0.2222222222222222,0.125,0.1111111111111111,0.14285714285714285,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.7000000000000001,0.8888888888888888,0.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
203928,0.15384615384615385,0.25,0.21428571428571427,0.16666666666666666,0.0,0.2295081967213115,0.0,0.5714285714285714,0.6000000000000001,0.5714285714285714,0.0,0.4090909090909091,0.38461538461538464,0.4666666666666667,0.125,0.3333333333333333,0.0,0.2676056338028169,0.0,0.2307692307692308,0.4666666666666667,0.07142857142857142,0.0,0.3636363636363637,1.0,1.0,1.0,1.0,0.0,0.8,0.0,0.0,0.0,1.0,0.125,0.125,0.125,0.16666666666666666,0.0,0.17391304347826084,0.4444444444444444,0.4,0.3333333333333333,0.375,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0,0,0
205391,0.07692307692307693,0.3125,0.14285714285714285,0.3333333333333333,0.3529411764705882,0.3442622950819672,0.0,0.14285714285714285,0.4,0.0,0.30000000000000004,0.25,0.5384615384615385,0.8666666666666667,0.0,0.9333333333333332,0.7142857142857142,0.6901408450704225,0.0,0.0,0.7333333333333333,0.0,0.0,0.33333333333333337,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.375,0.25,0.6666666666666666,0.5,0.5652173913043478,0.1111111111111111,0.1,0.1111111111111111,0.125,0.2222222222222222,0.14285714285714285,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8333333333333333,1.0,0.6000000000000001,0.6666666666666666,0.7333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
207248,0.15384615384615385,0.0625,0.0,0.0,0.0,0.0819672131147541,1.0,0.2857142857142857,0.0,0.0,0.0,0.20454545454545456,0.0,0.7333333333333333,0.0,0.0,0.0,0.15492957746478875,0.0,0.07692307692307693,0.0,0.0,0.0,0.030303030303030307,1.0,1.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.13043478260869565,0.2222222222222222,0.1,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
208342,0.15384615384615385,0.0625,0.14285714285714285,0.0,0.0,0.11475409836065575,0.0,1.0,0.4,0.0,0.0,0.25,0.0,0.06666666666666668,0.0,0.0,0.0,0.014084507042253518,0.0,0.4615384615384616,0.7333333333333333,0.0,0.0,0.5454545454545454,1.0,1.0,1.0,0.0,0.0,0.6000000000000001,0.0,0.0,1.0,0.0,0.125,0.125,0.125,0.0,0.0,0.13043478260869565,0.4444444444444444,0.1,0.2222222222222222,0.0,0.0,0.2857142857142857,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.8,0.5,0.2222222222222222,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
211999,0.3076923076923077,0.1875,0.07142857142857142,0.0,0.0,0.19672131147540986,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.11363636363636365,0.38461538461538464,0.5333333333333333,0.0,0.0,0.0,0.18309859154929575,0.0,0.2307692307692308,0.0,0.0,0.0,0.12121212121212123,1.0,1.0,1.0,0.0,0.0,0.6000000000000001,0.0,0.0,1.0,0.0,0.5,0.125,0.125,0.0,0.0,0.2608695652173913,0.2222222222222222,0.30000000000000004,0.1111111111111111,0.0,0.0,0.2857142857142857,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8333333333333333,0.4,0.8,0.4444444444444444,0.6333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
212712,0.038461538461538464,0.0,0.0,0.05555555555555555,0.0,0.032786885245901634,1.0,0.0,0.0,1.0,0.0,0.4772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.16666666666666666,0.0,0.043478260869565216,0.1111111111111111,0.0,0.0,0.125,0.0,0.2857142857142857,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0,0,0
